,date,store,item,sales
11630,2017-10-24,3,2,71.58
11631,2017-10-24,9,2,69.69
11632,2017-10-24,3,44,35.9
11633,2017-10-24,3,21,44.9
11634,2017-10-24,10,12,83.05
11635,2017-10-24,9,10,82.47
11636,2017-10-24,1,43,48.74
11637,2017-10-24,8,42,43.16
11638,2017-10-24,3,11,80.43
11639,2017-10-24,1,19,39.63
11640,2017-10-24,3,38,98.16
11641,2017-10-24,7,20,35.61
11642,2017-10-24,3,24,86.46
11643,2017-10-24,8,38,108.93
11644,2017-10-24,6,39,31.82
11645,2017-10-24,5,15,65.3
11646,2017-10-24,10,49,32.32
11647,2017-10-24,6,7,46.78
11648,2017-10-24,3,40,33.94
11649,2017-10-24,10,4,25.3
11650,2017-10-24,6,3,28.07
11651,2017-10-24,9,41,24.29
11652,2017-10-24,7,5,12.87
11653,2017-10-24,2,23,31.6
11654,2017-10-24,5,6,45.15
11655,2017-10-24,3,5,25.48
11656,2017-10-24,1,47,20.03
11657,2017-10-24,10,13,100.89
11658,2017-10-24,4,37,34.56
11659,2017-10-24,2,13,112.9
11660,2017-10-24,10,32,54.15
11661,2017-10-24,7,34,19.53
11662,2017-10-24,3,43,59.18
11663,2017-10-24,7,21,28.31
11664,2017-10-24,3,33,81.99
11665,2017-10-24,6,42,30.21
11666,2017-10-24,10,2,67.28
11667,2017-10-24,4,9,49.95
11668,2017-10-24,9,1,21.91
11669,2017-10-24,10,30,43.78
11670,2017-10-24,1,25,79.84
11671,2017-10-24,3,9,63.82
11672,2017-10-24,8,6,79.32
11673,2017-10-24,8,5,26.91
11674,2017-10-24,4,46,63.98
11675,2017-10-24,8,18,112.36
11676,2017-10-24,10,24,80.77
11677,2017-10-24,3,35,79.75
11678,2017-10-24,4,36,77.4
11679,2017-10-24,6,43,40.25
11680,2017-10-24,2,45,115.27
11681,2017-10-24,8,31,75.58
11682,2017-10-24,10,17,39.76
11683,2017-10-24,9,28,94.54
11684,2017-10-24,8,22,107.24
11685,2017-10-24,10,47,25.44
11686,2017-10-24,10,20,60.74
11687,2017-10-24,9,44,30.21
11688,2017-10-24,10,21,46.39
11689,2017-10-24,8,3,46.43
11690,2017-10-24,5,34,23.25
11691,2017-10-24,2,17,48.43
11692,2017-10-24,9,32,46.77
11693,2017-10-24,5,3,28.5
11694,2017-10-24,4,33,82.62
11695,2017-10-24,5,36,61.49
11696,2017-10-24,8,28,111.68
11697,2017-10-24,1,36,77.68
11698,2017-10-24,8,12,89.54
11699,2017-10-24,4,5,19.58
11700,2017-10-24,5,9,43.42
11701,2017-10-24,7,45,67.97
11702,2017-10-24,3,42,43.32
11703,2017-10-24,7,30,27.57
11704,2017-10-24,4,25,83.34
11705,2017-10-24,9,12,81.78
11706,2017-10-24,8,34,34.21
11707,2017-10-24,6,22,64.79
11708,2017-10-24,3,39,53.83
11709,2017-10-24,4,18,89.99
11710,2017-10-24,4,29,71.36
11711,2017-10-24,5,47,15.62
11712,2017-10-24,7,15,61.94
11713,2017-10-24,3,50,77.18
11714,2017-10-24,9,48,57.48
11715,2017-10-24,2,37,39.33
11716,2017-10-24,3,20,58.72
11717,2017-10-24,7,50,40.03
11718,2017-10-24,7,18,56.41
11719,2017-10-24,7,26,33.78
11720,2017-10-24,4,16,26.85
11721,2017-10-24,8,8,96.22
11722,2017-10-24,5,11,50.32
11723,2017-10-24,10,23,38.82
11724,2017-10-24,3,8,97.1
11725,2017-10-24,4,38,98.87
11726,2017-10-24,6,48,46.34
11727,2017-10-24,1,46,51.74
11728,2017-10-24,9,20,55.87
11729,2017-10-24,8,29,94.7
11730,2017-10-24,8,27,22.67
11731,2017-10-24,9,4,20.86
11732,2017-10-24,4,19,44.92
11733,2017-10-24,9,47,25.78
11734,2017-10-24,7,17,25.21
11735,2017-10-24,5,25,73.2
11736,2017-10-24,4,32,49.67
11737,2017-10-24,10,35,71.84
11738,2017-10-24,10,29,77.1
11739,2017-10-24,5,50,57.28
11740,2017-10-24,10,37,35.46
11741,2017-10-24,10,40,28.14
11742,2017-10-24,9,21,49.52
11743,2017-10-24,3,36,92.47
11744,2017-10-24,5,49,22.39
11745,2017-10-24,1,30,35.96
11746,2017-10-24,9,31,59.64
11747,2017-10-24,8,41,29.25
11748,2017-10-24,4,13,88.66
11749,2017-10-24,3,17,36.18
11750,2017-10-24,1,20,43.73
11751,2017-10-24,7,22,65.98
11752,2017-10-24,2,1,25.09
11753,2017-10-24,4,11,86.26
11754,2017-10-24,1,39,42.5
11755,2017-10-24,4,27,27.17
11756,2017-10-24,8,47,26.09
11757,2017-10-24,1,15,80.61
11758,2017-10-24,1,28,84.77
11759,2017-10-24,2,14,74.95
11760,2017-10-24,6,20,41.95
11761,2017-10-24,4,40,38.76
11762,2017-10-24,2,18,104.65
11763,2017-10-24,3,18,94.95
11764,2017-10-24,9,49,30.61
11765,2017-10-24,9,27,23.07
11766,2017-10-24,9,8,87.15
11767,2017-10-24,2,35,90.36
11768,2017-10-24,6,15,64.08
11769,2017-10-24,4,34,24.54
11770,2017-10-24,10,45,96.87
11771,2017-10-24,9,17,36.11
11772,2017-10-24,5,44,21.89
11773,2017-10-24,9,3,43.34
11774,2017-10-24,1,45,76.88
11775,2017-10-24,4,15,99.29
11776,2017-10-24,5,46,48.41
11777,2017-10-24,2,11,84.85
11778,2017-10-24,5,40,22.01
11779,2017-10-24,8,26,55.64
11780,2017-10-24,1,3,35.41
11781,2017-10-24,6,44,23.39
11782,2017-10-24,5,18,76.03
11783,2017-10-24,8,48,71.09
11784,2017-10-24,1,37,28.39
11785,2017-10-24,8,43,67.38
11786,2017-10-24,4,44,35.63
11787,2017-10-24,4,45,87.68
11788,2017-10-24,6,38,76.11
11789,2017-10-24,4,24,70.43
11790,2017-10-24,1,42,31.21
11791,2017-10-24,8,14,73.42
11792,2017-10-24,1,48,47.24
11793,2017-10-24,4,47,26.51
11794,2017-10-24,1,11,70.3
11795,2017-10-24,9,9,53.0
11796,2017-10-24,8,37,35.48
11797,2017-10-24,4,23,34.95
11798,2017-10-24,8,35,79.95
11799,2017-10-24,6,6,50.12
11800,2017-10-24,6,4,15.67
11801,2017-10-24,10,5,20.12
11802,2017-10-24,7,16,17.71
11803,2017-10-24,2,46,70.15
11804,2017-10-24,2,7,83.06
11805,2017-10-24,2,40,40.72
11806,2017-10-24,5,41,20.82
11807,2017-10-24,3,3,42.21
11808,2017-10-24,2,5,24.01
11809,2017-10-24,9,36,83.26
11810,2017-10-24,5,21,32.6
11811,2017-10-24,7,33,49.29
11812,2017-10-24,2,12,89.28
11813,2017-10-24,9,30,43.36
11814,2017-10-24,6,47,17.04
11815,2017-10-24,1,9,46.03
11816,2017-10-24,5,19,32.97
11817,2017-10-24,9,34,28.63
11818,2017-10-24,6,31,44.78
11819,2017-10-24,3,32,50.38
11820,2017-10-24,5,20,40.44
11821,2017-10-24,3,26,53.71
11822,2017-10-24,1,49,28.56
11823,2017-10-24,8,19,56.76
11824,2017-10-24,5,1,14.14
11825,2017-10-24,5,48,38.9
11826,2017-10-24,6,18,69.52
11827,2017-10-24,9,29,67.12
11828,2017-10-24,6,26,35.38
11829,2017-10-24,1,32,44.37
11830,2017-10-24,7,37,23.52
11831,2017-10-24,3,45,98.01
11832,2017-10-24,9,16,27.3
11833,2017-10-24,2,6,77.75
11834,2017-10-24,8,32,61.2
11835,2017-10-24,8,11,86.49
11836,2017-10-24,7,35,47.79
11837,2017-10-24,5,43,38.64
11838,2017-10-24,9,45,90.72
11839,2017-10-24,4,50,71.24
11840,2017-10-24,2,4,27.16
11841,2017-10-24,5,37,27.84
11842,2017-10-24,10,7,75.63
11843,2017-10-24,6,21,28.4
11844,2017-10-24,9,35,72.14
11845,2017-10-24,6,13,66.14
11846,2017-10-24,1,38,78.56
11847,2017-10-24,4,41,29.4
11848,2017-10-24,8,46,78.7
11849,2017-10-24,7,10,51.3
11850,2017-10-24,9,37,37.05
11851,2017-10-24,10,6,68.66
11852,2017-10-24,10,11,84.01
11853,2017-10-24,2,30,55.8
11854,2017-10-24,6,2,48.62
11855,2017-10-24,7,29,54.44
11856,2017-10-24,8,44,38.23
11857,2017-10-24,1,8,78.24
11858,2017-10-24,1,18,77.97
11859,2017-10-24,5,30,28.13
11860,2017-10-24,8,39,54.73
11861,2017-10-24,1,2,59.33
11862,2017-10-24,2,32,57.88
11863,2017-10-24,1,22,74.69
11864,2017-10-24,6,19,27.54
11865,2017-10-24,2,22,110.98
11866,2017-10-24,7,13,58.95
11867,2017-10-24,10,25,94.57
11868,2017-10-24,7,49,24.68
11869,2017-10-24,2,39,61.13
11870,2017-10-24,6,1,16.54
11871,2017-10-24,3,49,31.87
11872,2017-10-24,9,25,97.75
11873,2017-10-24,2,43,67.05
11874,2017-10-24,4,28,94.75
11875,2017-10-24,5,13,71.77
11876,2017-10-24,7,23,19.48
11877,2017-10-24,1,35,58.03
11878,2017-10-24,8,36,97.78
11879,2017-10-24,4,42,37.94
11880,2017-10-24,7,40,21.34
11881,2017-10-24,5,4,17.3
11882,2017-10-24,4,43,55.21
11883,2017-10-24,7,47,18.4
11884,2017-10-24,7,11,52.74
11885,2017-10-24,5,23,20.71
11886,2017-10-24,7,24,50.42
11887,2017-10-24,6,14,40.91
11888,2017-10-24,6,23,23.59
11889,2017-10-24,10,34,29.71
11890,2017-10-24,4,8,90.78
11891,2017-10-24,7,14,41.53
11892,2017-10-24,1,50,60.79
11893,2017-10-24,9,15,103.81
11894,2017-10-24,1,16,23.91
11895,2017-10-24,5,24,47.22
11896,2017-10-24,6,27,17.23
11897,2017-10-24,7,31,37.04
11898,2017-10-24,2,27,28.02
11899,2017-10-24,8,20,61.47
11900,2017-10-24,9,18,89.5
11901,2017-10-24,9,46,67.05
11902,2017-10-24,9,11,74.92
11903,2017-10-24,1,34,27.94
11904,2017-10-24,3,37,37.76
11905,2017-10-24,9,42,41.97
11906,2017-10-24,6,30,31.7
11907,2017-10-24,3,10,87.96
11908,2017-10-24,10,16,29.76
11909,2017-10-24,10,38,98.44
11910,2017-10-24,8,13,111.54
11911,2017-10-24,5,7,47.64
11912,2017-10-24,10,9,50.94
11913,2017-10-24,1,29,62.78
11914,2017-10-24,6,41,21.79
11915,2017-10-24,10,15,109.69
11916,2017-10-24,2,19,60.76
11917,2017-10-24,6,8,61.73
11918,2017-10-24,6,49,24.0
11919,2017-10-24,2,49,40.01
11920,2017-10-24,5,14,39.13
11921,2017-10-24,8,21,60.6
11922,2017-10-24,5,28,70.1
11923,2017-10-24,7,36,60.38
11924,2017-10-24,4,39,43.08
11925,2017-10-24,2,3,49.65
11926,2017-10-24,8,30,51.44
11927,2017-10-24,8,17,41.75
11928,2017-10-24,7,9,39.49
11929,2017-10-24,7,4,16.55
11930,2017-10-24,9,19,42.45
11931,2017-10-24,2,21,55.82
11932,2017-10-24,2,31,82.86
11933,2017-10-24,7,42,28.09
11934,2017-10-24,1,27,21.02
11935,2017-10-24,3,28,105.89
11936,2017-10-24,6,10,62.1
11937,2017-10-24,7,38,61.9
11938,2017-10-24,3,41,27.6
11939,2017-10-24,3,30,48.19
11940,2017-10-24,2,36,106.51
11941,2017-10-24,6,33,54.98
11942,2017-10-24,6,24,50.71
11943,2017-10-24,10,8,93.46
11944,2017-10-24,1,31,51.72
11945,2017-10-24,9,33,80.0
11946,2017-10-24,9,14,66.21
11947,2017-10-24,1,6,55.32
11948,2017-10-24,9,43,56.23
11949,2017-10-24,10,33,83.23
11950,2017-10-24,6,29,53.9
11951,2017-10-24,8,45,106.78
11952,2017-10-24,1,12,69.47
11953,2017-10-24,1,7,47.91
11954,2017-10-24,7,8,63.17
11955,2017-10-24,1,41,21.33
11956,2017-10-24,1,21,35.91
11957,2017-10-24,6,40,20.3
11958,2017-10-24,8,9,68.96
11959,2017-10-24,5,5,11.7
11960,2017-10-24,7,27,16.36
11961,2017-10-24,10,42,44.71
11962,2017-10-24,5,42,27.58
11963,2017-10-24,8,24,84.69
11964,2017-10-24,1,44,25.59
11965,2017-10-24,4,22,99.03
11966,2017-10-24,1,33,65.3
11967,2017-10-24,5,38,72.6
11968,2017-10-24,9,7,68.2
11969,2017-10-24,7,43,38.22
11970,2017-10-24,4,49,33.39
11971,2017-10-24,6,17,21.58
11972,2017-10-24,2,26,60.92
11973,2017-10-24,1,26,44.96
11974,2017-10-24,6,45,57.53
11975,2017-10-24,6,5,14.47
11976,2017-10-24,10,27,26.91
11977,2017-10-24,4,1,27.9
11978,2017-10-24,2,20,61.4
11979,2017-10-24,3,31,65.0
11980,2017-10-24,7,46,44.32
11981,2017-10-24,8,33,91.61
11982,2017-10-24,2,29,96.75
11983,2017-10-24,4,21,44.0
11984,2017-10-24,7,44,24.53
11985,2017-10-24,4,4,24.22
11986,2017-10-24,3,22,102.46
11987,2017-10-24,4,2,64.73
11988,2017-10-24,4,26,45.53
11989,2017-10-24,7,19,22.93
11990,2017-10-24,9,6,64.16
11991,2017-10-24,3,4,25.48
11992,2017-10-24,9,40,30.59
11993,2017-10-24,5,26,39.64
11994,2017-10-24,5,2,48.09
11995,2017-10-24,8,50,78.35
11996,2017-10-24,2,47,32.25
11997,2017-10-24,3,12,81.61
11998,2017-10-24,4,7,66.71
11999,2017-10-24,3,15,103.32
12000,2017-10-25,10,1,24.55
12001,2017-10-25,7,44,22.26
12002,2017-10-25,6,31,46.66
12003,2017-10-25,2,42,49.16
12004,2017-10-25,10,26,53.41
12005,2017-10-25,8,3,46.22
12006,2017-10-25,2,20,68.93
12007,2017-10-25,3,25,94.55
12008,2017-10-25,2,5,21.77
12009,2017-10-25,8,20,62.45
12010,2017-10-25,6,18,72.34
12011,2017-10-25,9,35,74.25
12012,2017-10-25,10,35,72.12
12013,2017-10-25,2,8,111.79
12014,2017-10-25,3,2,71.35
12015,2017-10-25,9,31,58.68
12016,2017-10-25,2,32,57.64
12017,2017-10-25,4,40,30.98
12018,2017-10-25,7,43,38.54
12019,2017-10-25,8,48,69.96
12020,2017-10-25,2,18,107.91
12021,2017-10-25,8,9,70.69
12022,2017-10-25,1,16,23.26
12023,2017-10-25,1,2,56.01
12024,2017-10-25,3,18,91.85
12025,2017-10-25,4,2,66.89
12026,2017-10-25,6,44,23.41
12027,2017-10-25,2,47,30.16
12028,2017-10-25,5,18,74.22
12029,2017-10-25,2,19,60.7
12030,2017-10-25,3,17,38.52
12031,2017-10-25,10,15,105.35
12032,2017-10-25,1,19,39.55
12033,2017-10-25,8,26,57.03
12034,2017-10-25,5,28,70.41
12035,2017-10-25,5,40,23.46
12036,2017-10-25,2,11,88.66
12037,2017-10-25,2,27,26.54
12038,2017-10-25,2,31,84.39
12039,2017-10-25,5,46,49.7
12040,2017-10-25,4,15,96.68
12041,2017-10-25,1,45,77.81
12042,2017-10-25,1,6,54.05
12043,2017-10-25,9,29,66.51
12044,2017-10-25,9,3,40.83
12045,2017-10-25,1,3,35.03
12046,2017-10-25,5,34,21.99
12047,2017-10-25,1,37,26.77
12048,2017-10-25,5,48,37.8
12049,2017-10-25,2,14,73.83
12050,2017-10-25,1,28,77.44
12051,2017-10-25,8,46,80.77
12052,2017-10-25,1,39,45.7
12053,2017-10-25,8,47,28.35
12054,2017-10-25,10,34,33.11
12055,2017-10-25,7,49,25.03
12056,2017-10-25,4,27,23.26
12057,2017-10-25,4,11,78.16
12058,2017-10-25,1,15,76.87
12059,2017-10-25,6,20,37.09
12060,2017-10-25,2,1,22.59
12061,2017-10-25,7,22,64.74
12062,2017-10-25,6,27,19.78
12063,2017-10-25,6,23,24.01
12064,2017-10-25,1,20,42.82
12065,2017-10-25,4,13,88.95
12066,2017-10-25,8,41,30.94
12067,2017-10-25,5,41,17.94
12068,2017-10-25,6,6,44.52
12069,2017-10-25,5,24,46.7
12070,2017-10-25,10,37,34.14
12071,2017-10-25,3,36,85.71
12072,2017-10-25,6,47,16.94
12073,2017-10-25,1,30,37.02
12074,2017-10-25,5,49,24.98
12075,2017-10-25,8,32,61.32
12076,2017-10-25,10,40,27.22
12077,2017-10-25,5,37,24.81
12078,2017-10-25,10,36,85.11
12079,2017-10-25,4,44,35.7
12080,2017-10-25,6,37,29.61
12081,2017-10-25,6,43,39.35
12082,2017-10-25,3,24,82.88
12083,2017-10-25,8,31,73.62
12084,2017-10-25,1,21,36.61
12085,2017-10-25,5,42,31.48
12086,2017-10-25,10,47,25.45
12087,2017-10-25,8,22,100.26
12088,2017-10-25,10,17,37.57
12089,2017-10-25,7,27,17.74
12090,2017-10-25,9,28,97.2
12091,2017-10-25,8,33,93.78
12092,2017-10-25,10,20,60.13
12093,2017-10-25,8,50,83.36
12094,2017-10-25,6,42,32.95
12095,2017-10-25,3,15,99.79
12096,2017-10-25,2,45,116.98
12097,2017-10-25,5,4,17.45
12098,2017-10-25,8,18,116.11
12099,2017-10-25,5,20,38.84
12100,2017-10-25,1,42,35.82
12101,2017-10-25,1,25,79.13
12102,2017-10-25,1,9,49.63
12103,2017-10-25,9,1,23.54
12104,2017-10-25,8,6,76.24
12105,2017-10-25,3,45,95.26
12106,2017-10-25,3,9,60.72
12107,2017-10-25,7,21,26.24
12108,2017-10-25,8,5,26.9
12109,2017-10-25,10,42,41.66
12110,2017-10-25,5,2,48.77
12111,2017-10-25,7,37,24.15
12112,2017-10-25,1,49,27.22
12113,2017-10-25,3,35,81.04
12114,2017-10-25,10,24,84.53
12115,2017-10-25,4,36,79.86
12116,2017-10-25,4,46,63.88
12117,2017-10-25,10,30,54.15
12118,2017-10-25,4,26,47.14
12119,2017-10-25,3,33,81.91
12120,2017-10-25,3,10,84.28
12121,2017-10-25,5,6,43.05
12122,2017-10-25,2,23,37.64
12123,2017-10-25,3,28,109.95
12124,2017-10-25,3,5,22.3
12125,2017-10-25,10,38,92.75
12126,2017-10-25,1,47,19.99
12127,2017-10-25,10,13,100.6
12128,2017-10-25,3,30,49.25
12129,2017-10-25,7,34,16.89
12130,2017-10-25,4,37,32.54
12131,2017-10-25,1,31,54.13
12132,2017-10-25,2,13,113.6
12133,2017-10-25,10,32,51.73
12134,2017-10-25,8,30,52.74
12135,2017-10-25,7,5,12.78
12136,2017-10-25,6,3,29.57
12137,2017-10-25,3,43,59.95
12138,2017-10-25,9,11,74.76
12139,2017-10-25,8,45,105.68
12140,2017-10-25,3,26,52.98
12141,2017-10-25,8,38,106.34
12142,2017-10-25,5,43,36.78
12143,2017-10-25,6,39,32.6
12144,2017-10-25,8,43,64.79
12145,2017-10-25,5,15,61.31
12146,2017-10-25,9,41,27.3
12147,2017-10-25,6,8,63.35
12148,2017-10-25,10,9,54.86
12149,2017-10-25,10,49,31.97
12150,2017-10-25,6,7,41.27
12151,2017-10-25,10,4,27.67
12152,2017-10-25,1,41,19.97
12153,2017-10-25,3,40,34.98
12154,2017-10-25,10,16,31.77
12155,2017-10-25,2,29,98.18
12156,2017-10-25,6,10,58.55
12157,2017-10-25,10,2,69.84
12158,2017-10-25,8,35,78.95
12159,2017-10-25,9,10,83.09
12160,2017-10-25,1,43,48.88
12161,2017-10-25,3,3,43.64
12162,2017-10-25,8,42,47.14
12163,2017-10-25,6,21,28.67
12164,2017-10-25,8,36,100.14
12165,2017-10-25,6,34,18.12
12166,2017-10-25,6,16,18.11
12167,2017-10-25,4,8,91.32
12168,2017-10-25,3,13,100.26
12169,2017-10-25,7,3,29.67
12170,2017-10-25,1,18,76.71
12171,2017-10-25,2,22,107.15
12172,2017-10-25,4,30,44.07
12173,2017-10-25,5,44,23.76
12174,2017-10-25,4,50,68.35
12175,2017-10-25,10,12,76.46
12176,2017-10-25,5,1,14.52
12177,2017-10-25,4,35,75.83
12178,2017-10-25,6,29,55.36
12179,2017-10-25,2,3,47.87
12180,2017-10-25,9,46,65.83
12181,2017-10-25,1,24,70.7
12182,2017-10-25,1,12,71.71
12183,2017-10-25,4,6,66.63
12184,2017-10-25,9,24,66.77
12185,2017-10-25,9,38,87.79
12186,2017-10-25,2,10,98.97
12187,2017-10-25,4,21,41.8
12188,2017-10-25,1,33,64.2
12189,2017-10-25,9,21,46.46
12190,2017-10-25,3,44,36.31
12191,2017-10-25,2,26,61.03
12192,2017-10-25,9,2,71.35
12193,2017-10-25,3,21,42.27
12194,2017-10-25,6,32,36.11
12195,2017-10-25,9,9,51.14
12196,2017-10-25,3,1,24.46
12197,2017-10-25,1,40,26.0
12198,2017-10-25,3,7,68.41
12199,2017-10-25,4,28,93.58
12200,2017-10-25,10,7,76.4
12201,2017-10-25,1,13,80.79
12202,2017-10-25,2,24,97.76
12203,2017-10-25,7,33,52.14
12204,2017-10-25,3,27,22.75
12205,2017-10-25,9,44,29.88
12206,2017-10-25,3,38,97.35
12207,2017-10-25,2,46,72.88
12208,2017-10-25,3,11,85.03
12209,2017-10-25,7,16,18.88
12210,2017-10-25,7,20,34.47
12211,2017-10-25,6,4,14.97
12212,2017-10-25,4,9,50.49
12213,2017-10-25,10,28,96.08
12214,2017-10-25,1,35,56.1
12215,2017-10-25,5,23,22.36
12216,2017-10-25,2,25,98.71
12217,2017-10-25,6,2,47.35
12218,2017-10-25,4,20,54.47
12219,2017-10-25,10,11,76.58
12220,2017-10-25,5,45,53.13
12221,2017-10-25,2,44,40.86
12222,2017-10-25,4,10,79.6
12223,2017-10-25,4,41,27.35
12224,2017-10-25,6,38,74.11
12225,2017-10-25,10,6,70.68
12226,2017-10-25,9,26,52.64
12227,2017-10-25,2,39,56.29
12228,2017-10-25,1,14,55.04
12229,2017-10-25,7,14,40.03
12230,2017-10-25,7,13,59.59
12231,2017-10-25,2,48,72.05
12232,2017-10-25,2,41,29.76
12233,2017-10-25,5,31,48.31
12234,2017-10-25,7,4,14.47
12235,2017-10-25,5,50,57.4
12236,2017-10-25,7,10,54.25
12237,2017-10-25,2,4,28.03
12238,2017-10-25,3,49,32.64
12239,2017-10-25,9,25,96.7
12240,2017-10-25,7,41,15.88
12241,2017-10-25,5,13,71.03
12242,2017-10-25,5,39,35.12
12243,2017-10-25,4,42,35.86
12244,2017-10-25,5,22,63.05
12245,2017-10-25,7,47,17.2
12246,2017-10-25,3,48,54.32
12247,2017-10-25,7,11,54.11
12248,2017-10-25,4,43,55.14
12249,2017-10-25,8,10,100.05
12250,2017-10-25,2,38,115.23
12251,2017-10-25,10,48,57.65
12252,2017-10-25,6,46,46.77
12253,2017-10-25,9,30,47.55
12254,2017-10-25,5,35,53.05
12255,2017-10-25,4,3,39.68
12256,2017-10-25,1,4,20.67
12257,2017-10-25,1,10,74.46
12258,2017-10-25,5,38,70.45
12259,2017-10-25,9,39,50.32
12260,2017-10-25,4,24,76.26
12261,2017-10-25,1,11,70.82
12262,2017-10-25,8,2,76.9
12263,2017-10-25,9,15,98.82
12264,2017-10-25,1,5,18.5
12265,2017-10-25,4,23,31.55
12266,2017-10-25,5,5,14.15
12267,2017-10-25,3,6,71.01
12268,2017-10-25,1,23,28.81
12269,2017-10-25,2,7,80.76
12270,2017-10-25,6,12,53.95
12271,2017-10-25,9,36,82.29
12272,2017-10-25,10,44,31.65
12273,2017-10-25,1,1,17.11
12274,2017-10-25,1,50,64.94
12275,2017-10-25,5,16,21.11
12276,2017-10-25,7,40,23.0
12277,2017-10-25,6,25,69.62
12278,2017-10-25,2,40,36.96
12279,2017-10-25,3,14,67.29
12280,2017-10-25,8,13,103.21
12281,2017-10-25,10,39,50.74
12282,2017-10-25,3,46,75.1
12283,2017-10-25,3,29,76.38
12284,2017-10-25,8,37,37.54
12285,2017-10-25,5,29,52.03
12286,2017-10-25,1,32,42.87
12287,2017-10-25,5,17,26.66
12288,2017-10-25,7,31,39.01
12289,2017-10-25,8,39,55.18
12290,2017-10-25,7,7,43.75
12291,2017-10-25,5,8,73.72
12292,2017-10-25,7,23,21.93
12293,2017-10-25,9,22,79.89
12294,2017-10-25,7,28,59.33
12295,2017-10-25,3,47,25.16
12296,2017-10-25,9,37,36.08
12297,2017-10-25,6,9,48.24
12298,2017-10-25,4,48,52.56
12299,2017-10-25,5,30,32.82
12300,2017-10-25,1,8,77.73
12301,2017-10-25,10,14,65.08
12302,2017-10-25,3,34,29.19
12303,2017-10-25,9,50,75.77
12304,2017-10-25,10,3,39.8
12305,2017-10-25,5,26,35.36
12306,2017-10-25,8,1,30.16
12307,2017-10-25,5,10,53.9
12308,2017-10-25,9,5,20.04
12309,2017-10-25,6,19,30.99
12310,2017-10-25,7,24,47.97
12311,2017-10-25,10,41,26.8
12312,2017-10-25,9,45,89.35
12313,2017-10-25,9,13,95.09
12314,2017-10-25,1,17,30.16
12315,2017-10-25,10,22,95.04
12316,2017-10-25,5,27,19.56
12317,2017-10-25,6,30,33.03
12318,2017-10-25,1,7,54.4
12319,2017-10-25,9,43,58.25
12320,2017-10-25,7,39,31.82
12321,2017-10-25,6,41,16.46
12322,2017-10-25,7,32,32.16
12323,2017-10-25,9,42,41.32
12324,2017-10-25,2,15,120.98
12325,2017-10-25,6,35,52.67
12326,2017-10-25,8,21,58.71
12327,2017-10-25,2,28,123.81
12328,2017-10-25,7,8,60.06
12329,2017-10-25,4,17,36.8
12330,2017-10-25,10,46,74.13
12331,2017-10-25,8,25,98.44
12332,2017-10-25,8,7,78.52
12333,2017-10-25,1,34,29.25
12334,2017-10-25,8,17,41.82
12335,2017-10-25,7,1,14.74
12336,2017-10-25,7,9,39.52
12337,2017-10-25,3,19,47.84
12338,2017-10-25,1,27,21.96
12339,2017-10-25,3,41,28.71
12340,2017-10-25,4,12,77.18
12341,2017-10-25,4,39,44.76
12342,2017-10-25,7,6,45.55
12343,2017-10-25,9,14,63.38
12344,2017-10-25,6,36,64.8
12345,2017-10-25,10,8,94.33
12346,2017-10-25,7,38,62.48
12347,2017-10-25,8,49,39.36
12348,2017-10-25,10,18,97.04
12349,2017-10-25,7,2,43.47
12350,2017-10-25,8,23,39.22
12351,2017-10-25,2,9,66.01
12352,2017-10-25,10,31,68.03
12353,2017-10-25,4,22,92.84
12354,2017-10-25,5,33,57.97
12355,2017-10-25,7,25,57.46
12356,2017-10-25,4,1,26.3
12357,2017-10-25,5,14,43.31
12358,2017-10-25,4,45,86.35
12359,2017-10-25,10,10,89.21
12360,2017-10-25,3,32,52.1
12361,2017-10-25,6,5,14.69
12362,2017-10-25,8,16,28.23
12363,2017-10-25,9,34,26.1
12364,2017-10-25,2,33,87.74
12365,2017-10-25,8,15,110.58
12366,2017-10-25,8,19,58.69
12367,2017-10-25,6,26,37.14
12368,2017-10-25,2,6,75.92
12369,2017-10-25,2,34,32.61
12370,2017-10-25,9,23,31.47
12371,2017-10-25,2,50,77.74
12372,2017-10-25,9,7,66.03
12373,2017-10-25,6,50,56.06
12374,2017-10-25,6,11,53.29
12375,2017-10-25,6,28,68.47
12376,2017-10-25,9,6,66.32
12377,2017-10-25,2,16,36.83
12378,2017-10-25,3,23,37.63
12379,2017-10-25,6,17,23.35
12380,2017-10-25,7,19,26.88
12381,2017-10-25,7,48,38.06
12382,2017-10-25,8,40,39.69
12383,2017-10-25,7,46,44.63
12384,2017-10-25,5,12,55.6
12385,2017-10-25,8,24,84.97
12386,2017-10-25,4,31,66.69
12387,2017-10-25,10,19,51.21
12388,2017-10-25,1,44,27.6
12389,2017-10-25,8,4,28.41
12390,2017-10-25,4,14,58.56
12391,2017-10-25,10,43,59.35
12392,2017-10-25,5,32,36.77
12393,2017-10-25,9,47,25.48
12394,2017-10-25,6,13,65.9
12395,2017-10-25,6,22,65.36
12396,2017-10-25,4,7,65.91
12397,2017-10-25,4,49,35.92
12398,2017-10-25,10,25,93.98
12399,2017-10-25,7,15,61.88
12400,2017-10-25,9,40,30.9
12401,2017-10-25,2,2,86.05
12402,2017-10-25,4,18,82.19
12403,2017-10-25,3,50,74.28
12404,2017-10-25,3,39,53.94
12405,2017-10-25,4,4,22.21
12406,2017-10-25,9,48,58.95
